ID_Llamada;Tiempo_Espera_Min;Intervalo;;;
1067;5,5;5–10;;;
1068;8,2;5–10;;;
1069;2,1;0–5;;;
1070;6,6;5–10;;;
1071;9,2;5–10;;;
1072;8,4;5–10;;;
1073;3,1;0–5;;;
1074;3,6;0–5;;;
1075;0,8;0–5;;;
1076;9,9;5–10;;;
1077;20,4;20–25;;;
1078;2,8;0–5;;;
1079;12,2;10–15;;;
1080;19,3;15–20;;;
1081;4,2;0–5;;;
1082;5,5;5–10;;;
1083;7,2;5–10;;;
1084;8,3;5–10;;;
1085;7,4;5–10;;;
1086;4,4;0–5;;;
1087;9,1;5–10;;;
1088;4,5;0–5;;;
1089;7,8;5–10;;;
1090;5,8;5–10;;;
1091;1,1;0–5;;;
1092;13,4;10–15;;;
1093;3,7;0–5;;;
1094;14,2;10–15;;;
1095;11,9;10–15;;;
1096;7,0;5–10;;;
1097;8,6;5–10;;;
1098;9,3;5–10;;;
1099;5,2;5–10;;;
1100;5,3;5–10;;;
1101;9,0;5–10;;;
1102;5,9;5–10;;;
1103;4,4;0–5;;;
1104;3,2;0–5;;;
1105;7,9;5–10;;;
1106;3,6;0–5;;;
1107;10,6;10–15;;;
1108;11,2;10–15;;;
1109;8,5;5–10;;;
1110;9,7;5–10;;;
1111;8,5;5–10;;;
1112;10,2;10–15;;;
1113;9,9;5–10;;;
1114;7,6;5–10;;;
1115;12,0;10–15;;;
1116;5,3;5–10;;;
1117;3,3;0–5;;;
1118;3,1;0–5;;;
1119;4,7;0–5;;;
1120;0,9;0–5;;;
1121;7,0;5–10;;;
1122;9,3;5–10;;;
1123;11,1;10–15;;;
1124;1,3;0–5;;;
1125;3,2;0–5;;;
1126;10,4;10–15;;;
1127;5,2;5–10;;;
1128;9,2;5–10;;;
1129;2,0;0–5;;;
1130;35,9;35–40;;;
1131;1,9;0–5;;;
1132;6,8;5–10;;;
1133;6,9;5–10;;;
1134;4,1;0–5;;;
1135;8,3;5–10;;;
1136;8,5;5–10;;;
1137;7,9;5–10;;;
1138;4,0;0–5;;;
1139;3,4;0–5;;;
1140;4,4;0–5;;;
1141;17,9;15–20;;;
1142;12,3;10–15;;;
1143;4,7;0–5;;;
1144;6,7;5–10;;;
1145;10,4;10–15;;;
1146;2,9;0–5;;;
1147;1,8;0–5;;;
1148;3,1;0–5;;;
1149;7,2;5–10;;;
1150;6,9;5–10;;;
1151;7,8;5–10;;;
1152;5,5;5–10;;;
1153;0,4;0–5;;;
1154;5,4;5–10;;;
1155;11,3;10–15;;;
1156;13,2;10–15;;;
1157;6,4;5–10;;;
1158;6,9;5–10;;;
1159;9,1;5–10;;;
1160;12,9;10–15;;;
1161;6,0;5–10;;;
1162;9,0;5–10;;;
1163;3,9;0–5;;;
1164;2,1;0–5;;;
1165;4,2;0–5;;;
1166;14,8;10–15;;;
1167;9,1;5–10;;;
1168;2,2;0–5;;;
1169;9,4;5–10;;;
1170;2,4;0–5;;;
1171;7,8;5–10;;;
1172;2,8;0–5;;;
1173;7,3;5–10;;;
1174;16,4;15–20;;;
1175;4,6;0–5;;;
1176;9,0;5–10;;;
1177;6,2;5–10;;;
1178;2,6;0–5;;;
1179;5,0;0–5;;;
1180;2,6;0–5;;;
1181;23,9;20–25;;;
1182;10,1;10–15;;;
1183;6,1;5–10;;;
1184;8,7;5–10;;;
1185;9,7;5–10;;;
1186;9,7;5–10;;;
1187;9,4;5–10;;;
1188;9,0;5–10;;;
1189;6,4;5–10;;;
1190;15,6;15–20;;;
1191;6,7;5–10;;;
1192;6,2;5–10;;;
1193;6,8;5–10;;;
1194;7,1;5–10;;;
1195;1,4;0–5;;;
1196;3,0;0–5;;;
1197;5,5;5–10;;;
1198;1,3;0–5;;;
1199;6,1;5–10;;;
1200;7,0;5–10;;;
